wafer_id,run_index,t_s,step,rf_power_W,chamber_pressure_mTorr,gas_flow_sccm,oes_endpoint_au,wall_temp_C
W0477,477,38,main_etch,764.2134,9.7417,118.7315,0.9529,64.7188
W0477,477,39,main_etch,761.5806,9.7600,117.5605,0.9535,64.8402
W0477,477,40,main_etch,763.7552,9.7384,118.7968,0.9641,64.5460
W0477,477,41,main_etch,762.4935,9.7415,118.1593,0.9631,64.9162
W0477,477,42,main_etch,766.4240,9.8190,117.2501,0.9487,64.7373
W0477,477,43,main_etch,764.0964,9.6681,118.8000,0.9427,64.7459
W0477,477,44,main_etch,764.6197,9.7244,118.9158,0.9545,64.6362
W0477,477,45,main_etch,765.7027,9.8198,117.6243,0.9373,64.5163
W0477,477,46,main_etch,764.0953,9.8017,118.7438,0.9606,64.8086
W0477,477,47,main_etch,765.1004,9.6597,119.5090,0.9596,64.9292
W0477,477,48,main_etch,763.0667,9.6848,119.3506,0.9477,64.6911
W0477,477,49,main_etch,763.7946,9.7923,117.9041,0.9741,64.5070
W0477,477,50,main_etch,766.1320,9.7526,120.3160,0.9602,64.7862
W0477,477,51,main_etch,764.2535,9.7171,119.8638,0.9606,64.9260
W0477,477,52,main_etch,766.1958,9.6537,118.0999,0.9627,64.5025
W0477,477,53,main_etch,759.7940,9.7942,118.7383,0.9528,64.8525
W0477,477,54,main_etch,764.5715,9.7489,117.4958,0.9395,64.7704
W0477,477,55,main_etch,770.2139,9.6928,119.0862,0.9394,64.7802
W0477,477,56,main_etch,763.2020,9.7006,120.2791,0.9388,64.4735
W0477,477,57,main_etch,766.1275,9.7566,117.1644,0.9459,64.7909
W0477,477,58,main_etch,763.6456,9.7680,118.6925,0.9597,64.7217
W0477,477,59,main_etch,765.5828,9.7338,119.0966,0.9547,65.0429
W0477,477,60,main_etch,768.4036,9.7579,118.4170,0.9405,65.0037
W0477,477,61,main_etch,763.7598,9.7902,119.4027,0.9353,64.5432
W0477,477,62,main_etch,766.3214,9.7227,118.6606,0.9558,64.8196
W0477,477,63,main_etch,763.0288,9.8341,118.1651,0.9573,64.8162
W0477,477,64,main_etch,761.4180,9.7309,119.1691,0.9525,64.6473
W0477,477,65,main_etch,765.6193,9.8649,118.3856,0.9576,64.8846
W0477,477,66,main_etch,766.7918,9.7173,119.3358,0.9446,64.6516
W0477,477,67,main_etch,764.7534,9.7237,118.6433,0.9619,64.6784
W0477,477,68,main_etch,765.4399,9.7162,119.4649,0.9526,64.7491
W0477,477,69,main_etch,767.6848,9.7325,117.9274,0.9717,64.9793
W0477,477,70,main_etch,766.6456,9.7334,119.7922,0.9528,64.8443
W0477,477,71,main_etch,763.1088,9.7679,118.7280,0.9548,65.0647
W0477,477,72,main_etch,763.4080,9.7754,117.9038,0.9639,64.7321
W0477,477,73,main_etch,760.2196,9.7041,118.1137,0.9619,64.8190
W0477,477,74,main_etch,763.2182,9.6758,117.4612,0.9750,64.7745
W0477,477,75,overetch,731.7565,9.5539,121.7414,0.6679,65.3534
W0477,477,76,overetch,732.0661,9.6046,122.3030,0.6932,65.2806
W0477,477,77,overetch,736.5216,9.5266,119.8097,0.6885,65.5689
W0477,477,78,overetch,732.1912,9.5453,121.6029,0.6968,65.6068
W0477,477,79,overetch,738.2754,9.5121,122.3743,0.6846,65.2436
W0477,477,80,overetch,735.3020,9.5799,121.7418,0.6805,65.5128
W0477,477,81,overetch,733.8638,9.5062,119.5646,0.7061,65.2750
W0477,477,82,overetch,733.6921,9.6767,121.6739,0.6767,65.4212
W0477,477,83,overetch,729.7925,9.5934,121.1615,0.6809,65.2223
W0477,477,84,overetch,732.5949,9.5516,122.1451,0.6841,65.2650
W0477,477,85,overetch,735.1247,9.5126,121.6682,0.6785,65.3328
W0477,477,86,overetch,734.6551,9.5314,120.5850,0.6843,65.6441
W0477,477,87,overetch,736.2821,9.4569,121.7874,0.6922,65.4136
W0477,477,88,overetch,738.2677,9.5400,120.8500,0.6792,65.2596
W0477,477,89,overetch,735.7873,9.5073,120.6214,0.7011,65.2528
W0477,477,90,overetch,733.0253,9.4976,121.2498,0.6646,65.5801
W0477,477,91,overetch,736.0380,9.5144,121.5548,0.7004,65.3367
W0477,477,92,overetch,736.4608,9.4697,121.4844,0.7013,65.4953
W0477,477,93,overetch,736.2285,9.5911,119.7837,0.6844,65.3794
W0477,477,94,overetch,732.9677,9.5467,120.7307,0.6781,65.6087
W0477,477,95,overetch,734.1087,9.5643,120.6859,0.6837,65.4528
W0477,477,96,overetch,733.2020,9.5167,119.0653,0.6743,65.3222
W0477,477,97,overetch,735.8446,9.5016,122.0586,0.6924,65.2210
W0477,477,98,overetch,733.4086,9.5213,120.2653,0.6686,65.3529
W0477,477,99,overetch,731.9940,9.5634,120.4284,0.6904,65.2049
W0478,478,0,stabilize,698.8603,11.0195,119.9710,0.5075,64.7179
W0478,478,1,stabilize,697.4954,10.9869,120.0510,0.4894,64.9662
W0478,478,2,stabilize,693.0670,11.0079,120.1159,0.5053,64.6337
W0478,478,3,stabilize,693.7637,10.9729,119.8856,0.4999,64.8309
W0478,478,4,stabilize,693.6093,10.9653,118.8972,0.4934,64.5294
W0478,478,5,stabilize,698.4399,11.0105,120.2445,0.5177,64.6870
W0478,478,6,stabilize,695.4300,11.0262,120.5695,0.5206,64.9252
W0478,478,7,stabilize,694.4911,11.0720,119.1976,0.5145,64.9510
W0478,478,8,stabilize,695.8820,11.0287,119.0005,0.5261,65.0223
W0478,478,9,stabilize,698.3613,11.0286,119.9606,0.5330,65.0124
W0478,478,10,stabilize,694.3443,11.0163,118.5905,0.5064,64.9837
W0478,478,11,stabilize,697.7793,10.9416,120.3093,0.5250,64.5933
W0478,478,12,stabilize,694.9323,11.0515,119.5552,0.5104,64.7558
W0478,478,13,stabilize,697.5534,10.9266,119.3505,0.5028,64.7511
W0478,478,14,stabilize,691.2590,10.9945,119.3352,0.5126,64.9780
W0478,478,15,stabilize,692.1710,11.0167,121.2450,0.5302,65.0162
W0478,478,16,stabilize,697.5120,11.0152,119.5898,0.5166,64.9969
W0478,478,17,stabilize,697.3319,11.0396,119.7770,0.5110,65.0139
W0478,478,18,stabilize,695.7064,10.9448,119.7082,0.5094,65.1356
W0478,478,19,stabilize,696.0196,10.9384,119.1815,0.4941,64.9558
W0478,478,20,main_etch,772.2426,10.4998,119.1409,0.9605,65.3600
W0478,478,21,main_etch,771.5987,10.4258,120.0396,0.9749,65.3992
W0478,478,22,main_etch,773.4473,10.5083,119.8409,0.9626,65.3767
W0478,478,23,main_etch,770.5122,10.5055,121.6675,0.9575,65.3150
W0478,478,24,main_etch,770.5463,10.5384,119.3411,0.9671,65.1412
W0478,478,25,main_etch,775.4808,10.4524,120.4469,0.9584,65.3633
W0478,478,26,main_etch,771.8609,10.4741,120.6819,0.9509,65.2706
W0478,478,27,main_etch,774.5290,10.4420,119.4596,0.9504,65.1495
W0478,478,28,main_etch,773.0834,10.4873,119.8519,0.9592,65.3738
W0478,478,29,main_etch,772.5003,10.3652,120.7192,0.9333,65.4226
W0478,478,30,main_etch,772.2865,10.4643,121.2675,0.9375,65.2667
W0478,478,31,main_etch,771.1819,10.5166,119.3580,0.9479,65.3659
W0478,478,32,main_etch,769.7008,10.4669,120.1419,0.9374,65.5008
W0478,478,33,main_etch,775.4902,10.4105,119.8436,0.9336,65.3741
W0478,478,34,main_etch,771.4761,10.5044,119.7106,0.9468,65.5449
W0478,478,35,main_etch,776.4934,10.4635,120.3899,0.9426,65.4964
W0478,478,36,main_etch,773.4049,10.5686,120.2594,0.9410,65.6094
W0478,478,37,main_etch,779.9700,10.4637,118.6404,0.9662,65.5835
W0478,478,38,main_etch,774.4433,10.4732,119.4909,0.9401,65.3928
W0478,478,39,main_etch,771.6381,10.4607,118.7306,0.9549,65.4175
W0478,478,40,main_etch,769.6949,10.5517,119.6311,0.9276,65.0879
W0478,478,41,main_etch,771.2064,10.4690,121.3601,0.9303,65.6767
W0478,478,42,main_etch,774.0669,10.5114,120.1777,0.9244,65.5180
W0478,478,43,main_etch,776.5847,10.5305,120.3122,0.9300,65.5505
W0478,478,44,main_etch,772.0668,10.4432,120.5428,0.9257,65.5792
W0478,478,45,main_etch,771.8045,10.4685,119.0444,0.9187,65.6710
W0478,478,46,main_etch,774.9375,10.5338,120.5359,0.9402,65.2346
W0478,478,47,main_etch,771.4974,10.5351,119.9084,0.9345,65.2635
W0478,478,48,main_etch,776.0078,10.5322,120.4445,0.9509,65.7061
W0478,478,49,main_etch,769.6529,10.4435,120.5492,0.9245,65.7535
W0478,478,50,main_etch,772.5340,10.5252,119.7959,0.9136,65.4983
W0478,478,51,main_etch,771.8164,10.4128,120.7765,0.9231,65.3945
W0478,478,52,main_etch,773.0404,10.4989,121.7711,0.9119,65.5687
W0478,478,53,main_etch,775.5586,10.4979,120.2715,0.9274,65.4248
W0478,478,54,main_etch,774.6618,10.5141,119.9245,0.8995,65.2923
W0478,478,55,main_etch,772.7129,10.5331,119.9448,0.9170,65.4290
W0478,478,56,main_etch,772.9257,10.4440,119.2207,0.9123,65.5320
W0478,478,57,main_etch,772.8941,10.5311,119.8835,0.9245,65.6920
W0478,478,58,main_etch,767.9304,10.4139,120.7923,0.9195,65.9756
W0478,478,59,main_etch,772.4400,10.4387,120.7977,0.9163,65.6967
W0478,478,60,main_etch,769.3868,10.5058,119.6404,0.9105,65.4886
W0478,478,61,main_etch,772.6043,10.3970,120.0010,0.9226,65.6529
W0478,478,62,main_etch,775.0019,10.4461,118.9659,0.9087,65.5542
W0478,478,63,main_etch,773.1329,10.5255,119.9540,0.9131,65.6785
W0478,478,64,main_etch,774.1410,10.5328,122.3127,0.9105,65.6634
W0478,478,65,main_etch,776.3212,10.4257,119.6868,0.9283,65.6944
W0478,478,66,main_etch,770.2411,10.4969,120.3717,0.9131,65.4894
W0478,478,67,main_etch,774.8962,10.3860,120.9605,0.8936,65.4798
W0478,478,68,main_etch,771.9627,10.5243,120.8631,0.8966,65.6780
W0478,478,69,main_etch,773.5943,10.4104,118.7427,0.8986,65.3047
W0478,478,70,main_etch,771.2486,10.4783,119.8627,0.8997,65.6829
W0478,478,71,main_etch,775.0769,10.4995,120.6900,0.9108,65.8316
W0478,478,72,main_etch,773.3082,10.5182,120.1828,0.9039,65.4752
W0478,478,73,main_etch,779.7565,10.5330,120.5180,0.9003,65.6216
W0478,478,74,main_etch,771.4490,10.4678,119.9769,0.8860,65.5118
W0478,478,75,overetch,740.9318,10.2578,120.5206,0.6636,66.2107
W0478,478,76,overetch,739.6170,10.3504,121.5524,0.6811,66.1531
W0478,478,77,overetch,739.5272,10.3615,123.3453,0.6641,66.0145
W0478,478,78,overetch,744.2402,10.3479,121.4135,0.6668,66.1975
W0478,478,79,overetch,742.4732,10.2563,121.9755,0.6757,66.3984
W0478,478,80,overetch,743.8555,10.2104,122.7620,0.6696,66.3850
W0478,478,81,overetch,739.5258,10.2739,122.3565,0.6776,66.3776
W0478,478,82,overetch,744.4614,10.2276,123.0505,0.6798,66.0817
W0478,478,83,overetch,741.5961,10.2882,122.3625,0.6747,66.1507
W0478,478,84,overetch,742.3380,10.2904,122.8911,0.6641,66.1974
W0478,478,85,overetch,740.8557,10.3231,122.5049,0.6545,66.1434
W0478,478,86,overetch,738.1773,10.2342,121.1110,0.6825,66.1675
W0478,478,87,overetch,744.7462,10.3074,122.0919,0.6770,66.3528
W0478,478,88,overetch,741.6863,10.3413,122.3033,0.6733,66.1574
W0478,478,89,overetch,742.8857,10.2536,122.2755,0.6745,66.3486
W0478,478,90,overetch,741.6441,10.1571,122.6930,0.6638,66.3907
W0478,478,91,overetch,739.1850,10.2659,121.8845,0.6716,66.0232
W0478,478,92,overetch,742.1457,10.2711,122.8866,0.6692,66.1605
W0478,478,93,overetch,738.0879,10.2452,120.7625,0.6680,66.2428
W0478,478,94,overetch,742.8390,10.2722,122.0145,0.6657,66.0676
W0478,478,95,overetch,743.3960,10.2997,122.9856,0.6534,66.2308
W0478,478,96,overetch,741.5379,10.2556,122.8426,0.6773,66.1199
W0478,478,97,overetch,740.6099,10.2572,122.2059,0.6548,66.0903
W0478,478,98,overetch,741.7687,10.2320,122.8661,0.6516,66.2350
W0478,478,99,overetch,741.3470,10.2274,122.8740,0.6666,66.0563
W0505,505,0,stabilize,665.1320,10.6970,119.9777,0.5074,66.8303
W0505,505,1,stabilize,658.3745,10.6701,119.3118,0.4926,66.4568
W0505,505,2,stabilize,663.1294,10.6853,119.8653,0.4867,66.2805
W0505,505,3,stabilize,661.2089,10.6410,119.3739,0.5031,66.3732
W0505,505,4,stabilize,663.8172,10.6055,119.7407,0.5015,66.5209
W0505,505,5,stabilize,661.5745,10.6498,118.9404,0.4889,66.6305
W0505,505,6,stabilize,666.5098,10.6293,119.7684,0.5072,66.5731
W0505,505,7,stabilize,660.2087,10.6018,118.4472,0.5117,66.6195
W0505,505,8,stabilize,659.5710,10.6450,119.2100,0.4968,66.5888
W0505,505,9,stabilize,661.1289,10.5723,120.3885,0.5093,66.4951
W0505,505,10,stabilize,662.0057,10.6503,117.7459,0.5020,66.7725
W0505,505,11,stabilize,663.3584,10.6624,119.4491,0.4855,66.4689
W0505,505,12,stabilize,661.2627,10.5242,119.0249,0.4964,66.3585
W0505,505,13,stabilize,661.6584,10.5868,119.7365,0.4946,66.5080
W0505,505,14,stabilize,661.7164,10.6957,119.3569,0.5071,66.4016
W0505,505,15,stabilize,661.7970,10.6562,118.5711,0.5124,66.7230
W0505,505,16,stabilize,661.3778,10.6320,120.4285,0.5130,66.5896
W0505,505,17,stabilize,662.4674,10.6994,120.5627,0.5122,66.6848
W0505,505,18,stabilize,662.0158,10.6091,119.5659,0.5009,66.6605
W0505,505,19,stabilize,662.4016,10.6037,119.1335,0.5207,66.6964
W0505,505,20,main_etch,732.1081,10.1023,120.1771,0.8726,67.2506
W0505,505,21,main_etch,733.9643,10.1159,119.2544,0.8703,67.0415
W0505,505,22,main_etch,729.6035,10.1629,119.7353,0.8517,66.9385
W0505,505,23,main_etch,732.1037,10.1273,120.1676,0.8802,67.1767
W0505,505,24,main_etch,734.4607,10.1088,119.7642,0.8694,67.2243
W0505,505,25,main_etch,741.5800,10.1413,120.8402,0.8807,66.8824
W0505,505,26,main_etch,735.6290,10.1283,118.5935,0.8818,67.0618
W0505,505,27,main_etch,734.1908,10.1312,119.4815,0.8814,66.9273
W0505,505,28,main_etch,734.0941,10.1102,119.9463,0.8892,67.2228
W0505,505,29,main_etch,738.1215,10.0755,120.0923,0.8882,67.2558
W0505,505,30,main_etch,733.5256,10.2072,119.1663,0.8669,67.2123
W0505,505,31,main_etch,734.1513,10.1106,120.2426,0.8822,67.1067
W0505,505,32,main_etch,736.7040,10.1819,120.1047,0.8935,66.9628
W0505,505,33,main_etch,739.1656,10.1521,119.8429,0.8884,67.2534
W0505,505,34,main_etch,738.9741,10.0987,119.5157,0.8960,67.2112
W0505,505,35,main_etch,738.4378,10.1845,121.4088,0.8795,67.1349
W0505,505,36,main_etch,730.6519,10.1038,120.0190,0.9037,67.1675
W0505,505,37,main_etch,731.1537,10.1691,119.9634,0.8970,67.1201
W0505,505,38,main_etch,734.2792,10.1373,119.9035,0.8894,67.4176
W0505,505,39,main_etch,729.9354,10.1472,120.8067,0.8920,67.1518
W0505,505,40,main_etch,735.8147,10.1663,119.6915,0.9144,67.3158
W0505,505,41,main_etch,735.4001,10.1971,120.3285,0.9110,67.5277
W0505,505,42,main_etch,737.4147,10.1347,121.4846,0.9026,66.9733
W0505,505,43,main_etch,734.0083,10.2016,120.4640,0.9095,67.0538
W0505,505,44,main_etch,736.4304,10.1383,118.9863,0.8901,67.0566
W0505,505,45,main_etch,732.8473,10.0889,121.3631,0.9105,67.1679
W0505,505,46,main_etch,730.7785,10.1368,118.9066,0.9059,66.9819
W0505,505,47,main_etch,741.5858,10.1595,118.6345,0.9093,67.1142
W0505,505,48,main_etch,734.0986,10.0708,120.1491,0.9253,67.2038
W0505,505,49,main_etch,735.5788,10.2323,120.3000,0.9252,67.3710
W0505,505,50,main_etch,733.2192,10.2062,120.0270,0.9076,67.4594
W0505,505,51,main_etch,734.1148,10.0911,120.0697,0.9386,67.1952
W0505,505,52,main_etch,733.0451,10.2118,118.0431,0.9261,67.5323
W0505,505,53,main_etch,739.1175,10.1738,119.0611,0.9148,66.9675
W0505,505,54,main_etch,739.1669,10.1721,117.9411,0.9425,67.2529
W0505,505,55,main_etch,733.0028,10.1890,117.9783,0.9367,67.2773
W0505,505,56,main_etch,734.1174,10.0896,118.5945,0.9417,67.5860
W0505,505,57,main_etch,734.7789,10.1720,119.8266,0.9263,67.0067
W0505,505,58,main_etch,732.2528,10.0891,119.7584,0.9251,67.4357
W0505,505,59,main_etch,736.4912,10.1329,119.1584,0.9167,67.4537
W0505,505,60,main_etch,735.6130,10.2032,119.1650,0.9464,67.3368
W0505,505,61,main_etch,736.6395,10.1456,120.3913,0.9323,67.3278
W0505,505,62,main_etch,732.7914,10.1334,118.9730,0.9603,67.5131
W0505,505,63,main_etch,735.5377,10.2272,120.1239,0.9521,67.0851
W0505,505,64,main_etch,732.4010,10.1397,119.9940,0.9434,67.3209
W0505,505,65,main_etch,736.9851,10.1200,118.8572,0.9413,67.5790
W0505,505,66,main_etch,730.0243,10.1008,120.5056,0.9471,67.1305
W0505,505,67,main_etch,740.7059,10.1170,120.1242,0.9601,67.1134
W0505,505,68,main_etch,732.1925,10.0746,119.2568,0.9583,67.3959
W0505,505,69,main_etch,735.5735,10.0851,119.5762,0.9474,67.3631
W0505,505,70,main_etch,733.8264,10.2028,120.9156,0.9566,67.3676
W0505,505,71,main_etch,730.3610,10.0963,118.5002,0.9613,67.5017
W0505,505,72,main_etch,733.7379,10.0787,118.8606,0.9432,67.2224
W0505,505,73,main_etch,736.1775,10.0768,119.5794,0.9578,67.3571
W0505,505,74,main_etch,735.4931,10.1077,119.2604,0.9688,67.4011
W0505,505,75,overetch,703.8048,9.9651,121.7064,0.6450,68.0966
W0505,505,76,overetch,706.2224,9.9540,122.0150,0.6396,67.7920
W0505,505,77,overetch,705.5049,9.9533,122.9186,0.6485,68.1100
W0505,505,78,overetch,704.7471,9.9651,122.3024,0.6453,67.9512
W0505,505,79,overetch,705.7413,9.8588,123.1148,0.6471,67.9033
W0505,505,80,overetch,702.3519,9.9496,121.5410,0.6600,68.0240
W0505,505,81,overetch,705.2271,9.9770,121.4041,0.6476,68.0859
W0505,505,82,overetch,709.7294,9.8865,121.9763,0.6704,67.6901
W0505,505,83,overetch,701.0258,9.9464,121.9871,0.6509,68.0248
W0505,505,84,overetch,705.5678,9.9114,121.5249,0.6499,67.5639
W0505,505,85,overetch,702.2693,9.9531,119.7006,0.6548,67.8157
W0505,505,86,overetch,703.7302,9.9573,122.3408,0.6551,67.8529
W0505,505,87,overetch,706.0581,9.9654,121.5964,0.6520,67.8111
W0505,505,88,overetch,704.3810,9.9661,120.9023,0.6536,67.9660
W0505,505,89,overetch,706.2427,9.8567,120.6767,0.6506,67.8521
W0505,505,90,overetch,704.7225,9.9478,121.7404,0.6624,68.0695
W0505,505,91,overetch,706.4040,9.8409,122.1837,0.6562,67.6018
W0505,505,92,overetch,700.9527,9.9161,122.2830,0.6553,68.1724
W0505,505,93,overetch,702.2855,9.9150,122.4683,0.6533,68.0302
W0505,505,94,overetch,707.4586,9.9590,121.5808,0.6710,67.8852
W0505,505,95,overetch,706.2504,10.0023,121.9231,0.6653,67.8723
W0505,505,96,overetch,702.4862,9.9952,120.4963,0.6687,68.0584
W0505,505,97,overetch,705.0606,9.8768,120.5628,0.6539,68.0980
W0505,505,98,overetch,705.0545,9.9242,123.5561,0.6582,68.0671
W0505,505,99,overetch,704.4682,9.9901,122.2250,0.6562,67.6905
W0519,519,0,stabilize,675.3294,10.9859,119.4504,0.4948,66.0707
W0519,519,1,stabilize,672.4617,10.8547,120.0217,0.5101,66.1957
W0519,519,2,stabilize,671.1510,10.8828,121.5211,0.4842,66.1860
W0519,519,3,stabilize,676.2911,10.8901,119.3618,0.5033,66.0727
W0519,519,4,stabilize,671.9848,10.8661,120.3715,0.4953,66.1218
W0519,519,5,stabilize,666.8489,10.8695,120.4464,0.5055,66.0659
W0519,519,6,stabilize,671.7174,10.9273,118.8751,0.5011,65.9955
W0519,519,7,stabilize,670.5437,10.9619,120.2930,0.5025,65.9005
W0519,519,8,stabilize,670.6287,10.8119,120.2781,0.5108,65.9715
W0519,519,9,stabilize,673.2785,10.9831,120.9975,0.5160,66.0812
W0519,519,10,stabilize,669.8965,10.9055,121.1788,0.4957,66.2034
W0519,519,11,stabilize,674.1138,10.9056,120.6308,0.5134,65.8995
W0519,519,12,stabilize,670.8932,10.8019,119.3826,0.5007,66.0707
W0519,519,13,stabilize,670.6182,10.8710,119.9531,0.5127,66.0302
W0519,519,14,stabilize,670.2801,10.9411,122.4684,0.5027,66.2151
W0519,519,15,stabilize,673.1999,10.9236,118.9728,0.5121,66.2617
W0519,519,16,stabilize,674.8695,10.8840,120.0408,0.4999,66.2155
W0519,519,17,stabilize,667.7594,10.8826,121.0455,0.5113,65.8543
W0519,519,18,stabilize,672.1455,10.9907,118.9815,0.5036,66.0183
W0519,519,19,stabilize,672.8918,10.8624,119.9312,0.4868,65.8839
W0519,519,20,main_etch,742.5084,10.4833,118.4972,0.8503,66.3626
W0519,519,21,main_etch,743.6513,10.4410,122.0787,0.8670,66.5533
W0519,519,22,main_etch,752.5586,10.5213,120.5791,0.8831,66.3887
W0519,519,23,main_etch,746.4664,10.3687,118.9646,0.8837,66.2098
W0519,519,24,main_etch,743.7316,10.3354,119.7635,0.8710,66.1435
W0519,519,25,main_etch,746.5870,10.3840,119.4140,0.8740,66.4003
W0519,519,26,main_etch,743.8810,10.4237,120.7274,0.8864,66.4704
W0519,519,27,main_etch,749.9651,10.3551,120.4314,0.8903,66.6597
W0519,519,28,main_etch,743.1444,10.3212,119.7705,0.8856,66.6806
W0519,519,29,main_etch,746.6218,10.4070,120.4911,0.9009,66.7480
W0519,519,30,main_etch,745.2506,10.4476,120.1001,0.8774,66.7199
W0519,519,31,main_etch,746.6024,10.3335,118.7998,0.8932,66.4336
W0519,519,32,main_etch,744.3796,10.3946,119.5007,0.8815,66.6178
W0519,519,33,main_etch,749.8586,10.4299,121.0173,0.8798,66.4686
W0519,519,34,main_etch,745.6981,10.3956,118.6043,0.8812,66.5403
W0519,519,35,main_etch,747.7328,10.3854,119.8773,0.8900,66.7401
W0519,519,36,main_etch,741.4688,10.4475,122.0398,0.8932,66.5353
W0519,519,37,main_etch,738.8300,10.4371,121.4152,0.8865,66.8059
W0519,519,38,main_etch,745.6022,10.3241,119.9205,0.9048,66.8017
W0519,519,39,main_etch,745.5830,10.4149,120.5233,0.8915,66.6821
W0519,519,40,main_etch,748.4016,10.4279,120.6168,0.8983,66.6918
W0519,519,41,main_etch,742.8973,10.2766,120.0792,0.9211,66.7045
W0519,519,42,main_etch,748.1319,10.4424,120.1519,0.9123,66.8148
W0519,519,43,main_etch,742.7689,10.4232,120.5373,0.8935,66.6403
W0519,519,44,main_etch,746.5889,10.4048,119.3610,0.8993,66.6828
W0519,519,45,main_etch,749.0503,10.3486,119.0082,0.9198,66.4611
W0519,519,46,main_etch,745.8861,10.4138,119.5760,0.8990,66.7363
W0519,519,47,main_etch,740.7510,10.3612,120.6691,0.9111,66.6393
W0519,519,48,main_etch,746.5871,10.3258,118.5341,0.9089,66.6480
W0519,519,49,main_etch,742.9463,10.4133,120.9997,0.9196,66.7776
W0519,519,50,main_etch,752.2084,10.3642,120.6338,0.9294,66.6035
W0519,519,51,main_etch,748.6186,10.4156,121.7839,0.9365,66.6822
W0519,519,52,main_etch,746.9845,10.4008,118.6134,0.9061,66.8190
W0519,519,53,main_etch,746.6816,10.4205,121.0306,0.9158,66.6618
W0519,519,54,main_etch,747.2741,10.4281,120.4729,0.9139,67.0024
W0519,519,55,main_etch,749.7673,10.3528,119.3651,0.9141,66.5793
W0519,519,56,main_etch,745.3427,10.4750,120.6537,0.9166,66.6317
W0519,519,57,main_etch,745.0870,10.3711,119.7344,0.9058,66.7360
W0519,519,58,main_etch,745.7943,10.3046,120.4163,0.9152,66.8520
W0519,519,59,main_etch,746.5196,10.4311,119.5551,0.9188,66.7050
W0519,519,60,main_etch,743.1495,10.3611,117.9315,0.9146,66.5085
W0519,519,61,main_etch,743.5121,10.4601,121.5029,0.9335,66.7777
W0519,519,62,main_etch,748.9695,10.3408,119.5014,0.9402,66.6544
W0519,519,63,main_etch,750.0464,10.3060,119.3705,0.9317,66.9228
W0519,519,64,main_etch,741.9314,10.2935,120.4095,0.9320,66.8866
W0519,519,65,main_etch,745.8868,10.3663,120.5278,0.9356,66.7915
W0519,519,66,main_etch,744.0290,10.3175,119.0711,0.9501,67.0603
W0519,519,67,main_etch,741.4052,10.4897,120.3627,0.9361,67.1101
W0519,519,68,main_etch,741.6390,10.4470,120.3300,0.9433,66.6907
W0519,519,69,main_etch,745.7973,10.3681,120.3764,0.9418,66.8550
W0519,519,70,main_etch,749.6530,10.4053,118.8728,0.9346,66.7851
W0519,519,71,main_etch,750.4003,10.4442,120.1112,0.9500,66.8794
W0519,519,72,main_etch,747.8595,10.4151,121.5118,0.9514,66.8244
W0519,519,73,main_etch,749.0301,10.3581,119.4035,0.9471,66.8535
W0519,519,74,main_etch,743.5120,10.3991,122.0762,0.9474,66.6908
W0519,519,75,overetch,716.6457,10.2217,121.7905,0.6321,67.2168
W0519,519,76,overetch,716.8930,10.1256,123.4668,0.6521,67.5785
W0519,519,77,overetch,717.5515,10.1250,121.3136,0.6558,67.4559
W0519,519,78,overetch,717.3496,10.1546,121.8861,0.6378,67.3463
W0519,519,79,overetch,714.4335,10.2044,122.9392,0.6439,67.0554
W0519,519,80,overetch,716.0699,10.1635,123.4129,0.6576,67.2435
W0519,519,81,overetch,717.3331,10.1284,121.5136,0.6597,67.4645
W0519,519,82,overetch,715.2589,10.2367,121.5513,0.6608,67.2113
W0519,519,83,overetch,715.5942,10.1473,123.8198,0.6405,67.4414
W0519,519,84,overetch,717.8851,10.2022,123.8219,0.6584,67.2036
W0519,519,85,overetch,716.5690,10.2569,120.8250,0.6518,67.4127
W0519,519,86,overetch,713.0718,10.1796,122.5328,0.6559,67.4314
W0519,519,87,overetch,719.9231,10.2553,121.7060,0.6606,67.4164
W0519,519,88,overetch,711.9077,10.1314,120.4525,0.6673,67.3181
W0519,519,89,overetch,717.4490,10.2971,122.8521,0.6458,67.2681
W0519,519,90,overetch,709.0954,10.2215,121.0510,0.6419,67.2528
W0519,519,91,overetch,719.1086,10.2152,121.5357,0.6731,67.3157
W0519,519,92,overetch,717.6097,10.2042,121.9612,0.6753,67.5549
W0519,519,93,overetch,719.3966,10.2988,123.6795,0.6575,67.3550
W0519,519,94,overetch,718.2622,10.2036,122.5378,0.6577,67.1414
W0519,519,95,overetch,716.7949,10.1075,122.7166,0.6607,67.5352
W0519,519,96,overetch,717.0130,10.1851,122.6525,0.6548,67.5732
W0519,519,97,overetch,716.3915,10.2315,120.7555,0.6421,66.9828
W0519,519,98,overetch,715.6768,10.2662,122.3152,0.6603,67.3134
W0519,519,99,overetch,715.1054,10.2415,121.6837,0.6744,67.6432
W0531,531,0,stabilize,686.7567,10.1564,116.5284,0.5449,68.2892
W0531,531,1,stabilize,689.0113,10.0959,116.1815,0.5416,67.9456
W0531,531,2,stabilize,690.8522,10.2162,116.0332,0.5561,68.3258
W0531,531,3,stabilize,685.9938,10.1968,115.2009,0.5503,68.6845
W0531,531,4,stabilize,693.7560,10.0951,116.3332,0.5525,68.5842
W0531,531,5,stabilize,686.2056,10.2110,115.7271,0.5615,68.4738
W0531,531,6,stabilize,684.7934,10.1528,117.5571,0.5607,68.3003
