wafer_id,lot_id,run_index,timestamp,chamber,slot,recipe,product,wafers_since_clean,f000,f001,f002,f003,f004,f005,f006,f007,f008,f009,f010,f011,f012,f013,f014,f015,f016,f017,f018,f019,f020,f021,f022,f023,f024,f025,f026,f027,f028,f029,f030,f031,f032,f033,f034,f035,f036,f037,f038,f039,f040,f041,f042,f043,f044,f045,f046,f047,f048,f049,f050,f051,f052,f053,f054,f055,f056,f057,f058,f059,f060,f061,f062,f063,f064,f065,f066,f067,f068,f069,f070,f071,f072,f073,f074,f075,f076,f077,f078,f079,f080,f081,f082,f083,f084,f085,f086,f087,f088,f089,f090,f091,f092,f093,f094,f095,f096,f097,f098,f099,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,recipe_complete
W0856,LOT35,856,2026-01-08 23:14:35.116107012,A,6,GATE-ETCH-R7,PRD-B,56,753.10371,2.24267,-0.01868,9.08945,722.32461,3.03948,-0.07816,11.52876,10.15192,0.04830,-0.00026,0.19659,9.94546,0.04582,0.00087,0.18739,115.78212,0.87253,-0.00580,4.87760,118.06198,0.80854,-0.02592,3.84019,1.04292,0.06891,0.00426,0.23557,0.74867,0.01716,0.00191,0.05915,64.78807,0.18129,0.00751,1.02923,65.46451,0.15681,0.00610,0.54000,0.68159,1.49517,3.81486,1.13279,0.30743,-0.11070,0.61920,0.40307,0.87164,0.50431,-0.49254,0.74888,1.03039,0.59670,-1.12848,-0.42434,1.42399,0.37237,-1.67249,-0.14677,-0.91516,-0.95754,-1.79827,-2.10119,-0.69698,-1.98923,-0.16301,0.87583,-1.86487,0.78388,-2.35408,0.69874,-0.61211,-0.38164,0.35650,-0.84771,-0.51822,-1.66995,-0.95999,-1.39081,0.05769,-1.05816,-0.75599,-1.38334,-1.51520,0.22487,0.62998,1.01489,1.24227,-0.24718,-0.50503,-0.81381,-0.32350,-0.82813,0.64927,-1.05900,-0.02006,-1.07908,-0.36253,0.01518,0.87076,-0.98237,-0.62805,-1.44530,0.69945,0.70959,-2.56863,0.00142,-1.03245,2.02255,-0.57129,-0.08429,0.26161,-0.48734,-1.30854,0.98184,0.87941,-0.54974,0.39266,1.79760,1
W0857,LOT35,857,2026-01-08 23:18:47.116107012,A,7,GATE-ETCH-R7,PRD-B,57,765.54855,3.21773,0.04308,15.79941,734.86296,2.46754,-0.00589,9.84754,10.33876,0.05671,-0.00088,0.27090,10.11581,0.03849,-0.00050,0.15044,116.59124,0.71150,-0.00601,3.39217,118.91036,0.99409,0.04572,3.64293,1.05531,0.07813,0.00484,0.25824,0.75987,0.01987,0.00229,0.07959,64.78807,0.18129,0.00751,1.02923,65.46451,0.15681,0.00610,0.54000,0.68159,1.49517,3.81486,1.13279,0.30743,-0.11070,0.61920,0.40307,0.87164,0.50431,-0.49254,0.74888,1.03039,0.59670,-1.12848,-0.42434,1.42399,0.37237,-1.67249,-0.14677,0.37198,0.28939,-0.90216,-0.32779,-0.72753,-0.68065,-0.21742,-0.64426,-1.09263,2.46598,0.01189,0.51937,-0.72025,0.89987,-0.21823,1.42490,0.18868,-0.13761,1.20006,-0.35688,1.84057,-0.50422,-0.80259,0.16035,-0.33990,-0.15041,0.14505,0.72646,0.09937,0.89171,-0.57700,-0.99484,1.33230,-0.95126,-0.55078,-0.14559,-0.18828,-0.21202,-0.31734,-1.73884,0.51234,-1.26218,-0.34984,-1.34659,1.39678,-0.01773,-2.20071,0.84873,0.35953,1.00942,-1.59122,0.29273,0.76373,0.47247,0.08643,-0.32277,-0.48709,-2.06836,-0.33948,1.33242,1
W0858,LOT35,858,2026-01-08 23:22:59.116107012,A,8,GATE-ETCH-R7,PRD-B,58,760.13509,2.61354,0.00340,11.46220,729.72094,2.14957,-0.06666,10.34809,10.12413,0.05125,0.00004,0.20760,9.93550,0.05497,0.00046,0.22079,118.55536,0.68215,0.00396,3.14632,120.59172,0.54002,-0.00901,2.11448,1.14368,0.14122,0.00879,0.48786,0.82188,0.03457,0.00449,0.11655,64.78807,0.18129,0.00751,1.02923,65.46451,0.15681,0.00610,0.54000,0.68159,1.49517,3.81486,1.13279,0.30743,-0.11070,0.61920,0.40307,0.87164,0.50431,-0.49254,0.74888,1.03039,0.59670,-1.12848,-0.42434,1.42399,0.37237,-1.67249,-0.14677,-0.27490,0.40662,0.30655,-0.91564,-0.68815,-0.48830,-1.03171,-0.08180,0.62732,1.16164,-0.33759,1.15978,0.56761,0.67657,-0.90584,-0.35189,0.87651,1.71864,0.40229,0.28397,-0.37904,0.82558,-0.16518,0.01917,0.28353,-0.67945,-0.97088,1.40550,1.69844,0.75600,-1.73612,-0.89881,-1.57487,0.33124,1.00202,-1.06510,-0.70249,0.22417,0.64024,0.96291,0.07307,-1.40712,-1.39930,-0.57929,0.51273,0.61367,-1.74233,-0.02699,-0.88239,0.14866,-1.19500,0.08078,-0.19499,1.29643,0.98279,1.98190,-1.07837,-3.17080,-0.57183,0.30129,1
W0859,LOT35,859,2026-01-08 23:27:11.116107012,A,9,GATE-ETCH-R7,PRD-B,59,766.64821,2.50497,0.01453,11.38091,736.60229,2.29668,-0.10699,9.19287,10.36133,0.05346,-0.00139,0.23493,10.15461,0.04470,0.00001,0.17268,119.75604,0.84877,0.01345,4.09286,121.95546,0.73258,0.02503,2.78132,1.16609,0.15538,0.00968,0.51473,0.83964,0.03884,0.00510,0.13431,64.78807,0.18129,0.00751,1.02923,65.46451,0.15681,0.00610,0.54000,0.68159,1.49517,3.81486,1.13279,0.30743,-0.11070,0.61920,0.40307,0.87164,0.50431,-0.49254,0.74888,1.03039,0.59670,-1.12848,-0.42434,1.42399,0.37237,-1.67249,-0.14677,-0.86793,0.34543,1.78671,0.13254,-1.38799,-0.56301,-1.46103,-0.27055,0.65868,0.72340,0.93101,0.80698,-1.52174,-0.85644,0.10546,0.01495,0.84897,0.17156,0.80818,-1.39004,0.04608,0.20169,2.73226,0.44722,-1.76512,0.99166,-1.93173,1.29048,-0.14103,0.66599,0.22545,-0.47230,-0.28190,-0.05597,-1.97981,0.13069,-0.72409,-0.93480,0.83203,1.29895,0.09887,-0.81996,-0.79892,0.17216,0.13604,1.04558,-0.50777,0.43959,-0.55256,-0.10030,-0.26331,0.15696,-0.85192,0.98541,2.47923,0.84615,-1.85480,-2.94121,-0.37830,1.60233,1
W0860,LOT35,860,2026-01-08 23:31:23.116107012,A,10,GATE-ETCH-R7,PRD-B,60,761.17312,2.31800,-0.00248,11.13873,731.24938,2.67377,0.00564,8.70408,10.56077,0.05927,-0.00042,0.27599,10.33327,0.04846,0.00097,0.18366,118.96981,0.54598,0.00091,2.80778,121.15896,0.66136,-0.02308,2.84262,1.11730,0.11830,0.00736,0.37730,0.80838,0.03005,0.00385,0.10494,64.78807,0.18129,0.00751,1.02923,65.46451,0.15681,0.00610,0.54000,0.68159,1.49517,3.81486,1.13279,0.30743,-0.11070,0.61920,0.40307,0.87164,0.50431,-0.49254,0.74888,1.03039,0.59670,-1.12848,-0.42434,1.42399,0.37237,-1.67249,-0.14677,0.61521,0.66574,0.73092,-0.41174,0.20737,-1.60421,-0.30154,-0.75412,-0.34199,0.21660,-0.59205,0.85149,0.49102,-1.32831,1.17187,-0.53590,1.08913,0.52978,0.82258,0.39959,1.07612,-0.21795,1.67749,-0.50978,-1.18627,0.83425,-0.73051,-0.23692,-0.27350,1.40551,-1.24364,0.79574,-0.94956,-0.55236,-0.17320,0.11166,1.56881,-0.11936,-1.07692,-0.62904,-1.20549,-0.23505,0.01402,-0.70352,-0.83397,0.61936,1.13902,0.12995,-0.93425,1.29122,-0.50106,0.12638,-0.71499,0.13490,-0.50270,-1.24228,-1.04057,-0.36864,0.28795,1.01692,1
W0861,LOT35,861,2026-01-08 23:35:35.116107012,A,11,GATE-ETCH-R7,PRD-B,61,760.91417,2.63437,0.00813,11.31941,730.11270,2.65215,-0.00348,9.80724,10.72406,0.04539,-0.00004,0.22210,10.50623,0.04540,-0.00224,0.16394,118.97562,0.74421,0.00304,3.68542,121.06796,0.69640,-0.00111,3.30692,1.10515,0.11087,0.00689,0.36985,0.79129,0.02685,0.00347,0.09537,64.78807,0.18129,0.00751,1.02923,65.46451,0.15681,0.00610,0.54000,0.68159,1.49517,3.81486,1.13279,0.30743,-0.11070,0.61920,0.40307,0.87164,0.50431,-0.49254,0.74888,1.03039,0.59670,-1.12848,-0.42434,1.42399,0.37237,-1.67249,-0.14677,-0.77278,0.54918,0.46270,-1.32990,0.44748,0.03055,0.89351,0.70606,0.13309,0.59641,0.74232,0.20672,-1.56041,-2.36665,0.21371,-0.73704,0.21306,-1.35846,-0.63520,0.39144,-0.30631,0.50426,-0.13940,-1.47497,-1.71882,-1.67410,-2.48487,0.05418,0.82271,0.00656,-1.38323,-0.25597,-0.48339,-0.66623,-1.03929,-0.68175,0.72101,0.58237,1.15427,1.06605,-2.62727,-0.45128,-1.54957,0.21684,0.64188,0.16540,0.43482,-1.09124,0.58779,-0.60386,1.41935,0.10951,-0.55319,0.71003,-0.74763,-0.41018,-0.02933,0.89683,0.97501,0.07115,1
W0862,LOT35,862,2026-01-08 23:39:47.116107012,A,12,GATE-ETCH-R7,PRD-B,62,753.88958,2.41508,0.03740,10.01028,723.87845,2.33031,0.05779,7.49251,10.56992,0.05334,-0.00018,0.25182,10.37099,0.04883,0.00002,0.20129,117.28242,0.78582,0.00217,3.42458,119.72486,0.90107,-0.03499,3.48154,1.06307,0.08024,0.00497,0.27928,0.76439,0.02287,0.00286,0.09210,64.78807,0.18129,0.00751,1.02923,65.46451,0.15681,0.00610,0.54000,0.68159,1.49517,3.81486,1.13279,0.30743,-0.11070,0.61920,0.40307,0.87164,0.50431,-0.49254,0.74888,1.03039,0.59670,-1.12848,-0.42434,1.42399,0.37237,-1.67249,-0.14677,0.54412,0.98617,2.03910,0.78513,1.56958,-1.79559,0.21913,0.03297,-0.18548,-0.17185,1.57579,-0.95740,-1.48072,-1.14834,1.20024,0.55408,-2.16183,-0.23420,-1.60120,0.97827,-1.11964,-0.77986,0.20808,-0.39380,-0.72065,0.88148,-0.78431,0.57549,-0.47930,1.27070,0.53247,0.59744,-1.54359,-1.03601,-1.06173,0.49868,0.98256,-0.05983,0.81933,-0.36034,-1.86952,-1.14159,-0.82787,0.41331,1.03572,0.93160,-0.94816,-0.01503,-0.33465,2.26012,1.22415,0.24382,-1.01496,1.43319,-1.59331,-0.42866,0.51022,-1.26129,0.05689,2.46456,1
W0863,LOT35,863,2026-01-08 23:43:59.116107012,A,13,GATE-ETCH-R7,PRD-B,63,754.87770,2.44380,0.02316,11.32309,724.73064,2.36086,-0.06764,10.74929,10.90425,0.04480,-0.00089,0.18936,10.71848,0.05273,0.00239,0.18513,119.87110,0.91860,-0.00072,4.94124,122.45525,0.88438,0.00177,3.74775,1.12381,0.12491,0.00777,0.44774,0.81064,0.03209,0.00414,0.09715,64.78807,0.18129,0.00751,1.02923,65.46451,0.15681,0.00610,0.54000,0.68159,1.49517,3.81486,1.13279,0.30743,-0.11070,0.61920,0.40307,0.87164,0.50431,-0.49254,0.74888,1.03039,0.59670,-1.12848,-0.42434,1.42399,0.37237,-1.67249,-0.14677,0.61939,-0.18792,1.47388,1.90790,1.73817,-1.30159,0.33745,-0.20863,-1.11830,1.68581,-1.32164,0.58860,0.92895,-0.65682,0.94019,-1.40755,0.41682,0.50156,-1.43899,0.36261,-1.04565,0.16163,-0.53663,0.51945,-1.77030,1.25497,-0.27700,-0.68164,-0.86157,-0.13026,-0.50666,1.16047,-0.96635,0.06970,0.59335,0.34148,1.45108,1.12234,0.70011,0.43193,-0.05548,0.26380,-0.64453,0.55030,0.91271,-0.07840,0.34873,-0.70214,-0.01673,-0.47258,-0.36016,-0.09575,1.28654,0.55221,-0.48144,-0.63455,-0.40901,-1.23962,-0.66233,0.74230,1
W0864,LOT35,864,2026-01-08 23:48:11.116107012,A,14,GATE-ETCH-R7,PRD-B,64,750.60845,2.39917,-0.03916,11.79336,719.95047,2.91950,0.03295,12.29403,10.65009,0.04858,-0.00012,0.22493,10.43614,0.05720,0.00117,0.24185,116.47571,0.81952,-0.00755,3.34306,118.80549,0.73701,0.01112,2.57971,1.02985,0.05540,0.00342,0.18672,0.74069,0.01694,0.00196,0.05649,64.78807,0.18129,0.00751,1.02923,65.46451,0.15681,0.00610,0.54000,0.68159,1.49517,3.81486,1.13279,0.30743,-0.11070,0.61920,0.40307,0.87164,0.50431,-0.49254,0.74888,1.03039,0.59670,-1.12848,-0.42434,1.42399,0.37237,-1.67249,-0.14677,0.40659,1.82792,0.16602,0.89146,1.07597,-1.58793,-0.02086,1.45990,1.12353,2.41426,0.08179,-0.61466,0.45578,-0.99439,-1.10889,-1.56430,-0.04268,0.12704,0.00519,-0.01472,1.76630,-1.39224,-0.87876,0.40133,-0.83786,0.20578,-1.75521,0.43646,-0.91593,-1.34366,-0.31502,0.17459,0.24433,-1.03550,-0.21217,0.66352,1.42358,0.39739,0.75254,1.12459,2.00413,0.84682,0.60475,-0.37874,-0.17234,-1.87076,-0.60478,0.73567,-0.96038,-0.07999,1.37923,0.98654,0.70292,0.71924,0.87133,-0.46864,1.09668,-0.83540,0.32157,-0.34266,1
W0865,LOT35,865,2026-01-08 23:52:23.116107012,A,15,GATE-ETCH-R7,PRD-B,65,752.51269,2.49314,-0.00021,11.37468,723.40675,2.24864,0.03590,9.27949,11.29630,0.04503,-0.00081,0.21076,11.08449,0.04299,-0.00059,0.17842,119.94872,0.88972,0.01067,4.55714,122.47373,0.88338,-0.03248,3.83419,1.09258,0.10257,0.00637,0.36572,0.78731,0.02236,0.00279,0.07762,64.78807,0.18129,0.00751,1.02923,65.46451,0.15681,0.00610,0.54000,0.68159,1.49517,3.81486,1.13279,0.30743,-0.11070,0.61920,0.40307,0.87164,0.50431,-0.49254,0.74888,1.03039,0.59670,-1.12848,-0.42434,1.42399,0.37237,-1.67249,-0.14677,-0.15196,2.28914,0.43823,-0.47219,0.21452,-0.80061,0.98251,0.74031,0.03492,0.10683,0.34600,0.67662,0.39247,0.04888,-0.65804,-0.98308,0.20593,-0.86063,-0.74819,0.50240,0.59155,0.80164,-1.41782,0.95859,-1.24423,-0.02425,-0.39139,-0.04695,-0.40962,-1.15210,-1.13019,0.91751,0.64528,-0.20528,-1.05044,1.15579,0.61199,1.01517,1.43399,-0.23327,-1.52507,-0.12987,-0.08577,0.63265,1.38526,-0.84988,0.26093,0.24533,-1.54090,1.23276,1.08341,1.81971,0.11362,0.79401,-1.47552,-0.00624,0.00835,-0.77366,-0.50736,0.01294,1
W0866,LOT35,866,2026-01-08 23:56:35.116107012,A,16,GATE-ETCH-R7,PRD-B,66,752.75274,2.44358,0.00389,9.68567,723.06390,2.51238,0.01294,10.20530,11.48170,0.05097,0.00089,0.21945,11.24346,0.03542,0.00085,0.14624,119.71597,0.80389,-0.00061,3.55837,122.39657,0.90059,0.02767,3.88369,1.06032,0.08219,0.00510,0.28465,0.76345,0.01868,0.00204,0.06484,64.78807,0.18129,0.00751,1.02923,65.46451,0.15681,0.00610,0.54000,0.68159,1.49517,3.81486,1.13279,0.30743,-0.11070,0.61920,0.40307,0.87164,0.50431,-0.49254,0.74888,1.03039,0.59670,-1.12848,-0.42434,1.42399,0.37237,-1.67249,-0.14677,-0.48865,1.30826,-1.32368,0.67722,-0.62412,-1.87832,0.97076,0.03190,-1.58006,-0.28015,1.15455,0.14870,-0.76439,-1.15497,0.11074,0.90575,-0.01089,0.80792,-1.23484,0.61089,-0.25705,-0.70702,-0.37062,1.72568,-0.70505,0.23258,0.57813,-0.99590,-1.40851,-1.39973,0.59634,1.65358,-0.08359,0.29539,-0.45075,-0.80851,-1.95271,2.53711,-1.50015,-0.13844,-1.18772,-0.13690,-0.71487,-0.10866,1.21145,-0.91346,-0.87189,0.91984,-0.48668,0.39945,0.61395,-0.10177,0.86867,0.61791,1.33126,2.83003,0.57053,-1.25019,-0.83420,-1.81979,1
W0867,LOT35,867,2026-01-09 00:00:47.116107012,A,17,GATE-ETCH-R7,PRD-B,67,751.82827,2.75557,-0.05146,12.93886,721.29338,2.35437,0.03119,11.22291,10.94805,0.04758,0.00020,0.19355,10.71827,0.05375,-0.00023,0.20417,120.86973,0.72020,0.00675,2.99023,123.30134,0.61560,-0.02307,2.70116,1.16196,0.15146,0.00943,0.50517,0.83876,0.03896,0.00505,0.12912,64.78807,0.18129,0.00751,1.02923,65.46451,0.15681,0.00610,0.54000,0.68159,1.49517,3.81486,1.13279,0.30743,-0.11070,0.61920,0.40307,0.87164,0.50431,-0.49254,0.74888,1.03039,0.59670,-1.12848,-0.42434,1.42399,0.37237,-1.67249,-0.14677,-0.38620,-0.58274,-0.34634,-0.65732,-0.28897,0.38010,-0.08562,0.21747,-0.84032,0.57512,-0.37562,-0.88759,0.26313,-0.02552,0.73897,0.87916,-0.85771,-0.08788,-0.44851,0.72488,0.45874,-0.26829,0.11890,0.24021,-1.01296,1.16090,-2.91531,0.61536,-0.99800,0.10387,0.31090,0.31863,-0.34814,3.19815,0.52835,-0.58337,-1.82725,0.39118,-0.71421,1.32138,-1.64481,0.01049,0.74419,-1.19492,-0.00560,-0.19357,-0.50752,0.35155,0.58722,0.78740,0.96316,1.39545,-0.48639,0.90144,0.17808,1.01558,0.45699,-1.49096,0.99229,-0.71845,1
W0868,LOT35,868,2026-01-09 00:04:59.116107012,A,18,GATE-ETCH-R7,PRD-B,68,750.89020,2.64006,0.00377,12.92235,720.80514,2.35677,0.04951,9.17186,10.48623,0.05845,-0.00109,0.27122,10.29154,0.06375,-0.00034,0.28807,119.47181,0.77367,0.00893,4.23785,121.77465,0.76104,0.02616,3.55024,1.15198,0.14427,0.00899,0.47808,0.83004,0.03451,0.00456,0.11121,64.78807,0.18129,0.00751,1.02923,65.46451,0.15681,0.00610,0.54000,0.68159,1.49517,3.81486,1.13279,0.30743,-0.11070,0.61920,0.40307,0.87164,0.50431,-0.49254,0.74888,1.03039,0.59670,-1.12848,-0.42434,1.42399,0.37237,-1.67249,-0.14677,1.57301,-0.25642,0.97350,-0.61226,0.65910,0.26131,-0.07426,-0.66839,-0.61714,0.83248,1.20714,0.05545,0.75507,-0.45380,0.48379,1.66429,-1.09978,-1.00760,-1.71705,-0.28516,0.13096,0.19036,0.03298,0.89568,0.06907,0.94570,0.90298,-0.07522,1.60308,0.94553,-0.96447,0.47547,0.32861,1.56886,-0.52281,-0.77405,-0.65703,0.30911,0.05052,-1.64249,0.11695,-0.12602,2.12943,-1.63766,-0.13082,1.63768,-0.57878,1.32900,-0.40564,-0.69686,0.24963,0.58073,-0.14524,0.20355,-0.60666,1.70762,0.55663,0.02339,0.58902,1.06568,1
W0869,LOT35,869,2026-01-09 00:09:11.116107012,A,19,GATE-ETCH-R7,PRD-B,69,749.34915,2.37819,-0.00475,11.68922,719.62762,2.73456,-0.08425,10.19830,10.24310,0.05720,0.00104,0.33310,10.04602,0.04429,0.00015,0.16694,118.12063,0.85958,-0.00778,4.93041,120.64942,0.89885,-0.01579,3.44879,1.12215,0.12251,0.00762,0.40012,0.80969,0.02486,0.00310,0.08720,64.78807,0.18129,0.00751,1.02923,65.46451,0.15681,0.00610,0.54000,0.68159,1.49517,3.81486,1.13279,0.30743,-0.11070,0.61920,0.40307,0.87164,0.50431,-0.49254,0.74888,1.03039,0.59670,-1.12848,-0.42434,1.42399,0.37237,-1.67249,-0.14677,0.33131,-0.86890,-0.04315,-0.11968,-0.31128,-1.21799,-1.08282,-0.93681,-0.51889,1.26718,1.33501,-0.16407,-0.95116,-1.98318,-0.23742,1.18579,0.31452,-0.59154,-2.28522,1.11256,0.63333,1.22024,0.05664,0.15639,0.53366,0.31456,1.39065,-0.72581,1.09655,2.06439,-1.01609,1.88791,1.38333,0.62088,2.38470,-1.43666,-0.57483,0.62863,0.78699,0.49938,0.51536,-0.60561,3.39721,-0.23111,-0.13494,0.59728,-1.69177,-0.29721,-1.08233,1.07414,-1.07044,1.27285,-0.05388,-2.42062,-0.23610,0.58222,0.08548,-0.62768,-1.31317,3.01594,1
W0870,LOT35,870,2026-01-09 00:13:23.116107012,A,20,GATE-ETCH-R7,PRD-B,70,757.25364,2.07533,0.00916,9.55799,726.44784,2.70248,-0.19521,9.11813,10.13667,0.04429,-0.00035,0.19307,9.91525,0.05976,-0.00035,0.23784,115.42593,0.74421,0.00307,3.49197,117.81834,0.70162,0.00716,2.92179,1.03194,0.06136,0.00378,0.20874,0.74681,0.01684,0.00176,0.06173,64.78807,0.18129,0.00751,1.02923,65.46451,0.15681,0.00610,0.54000,0.68159,1.49517,3.81486,1.13279,0.30743,-0.11070,0.61920,0.40307,0.87164,0.50431,-0.49254,0.74888,1.03039,0.59670,-1.12848,-0.42434,1.42399,0.37237,-1.67249,-0.14677,0.24531,0.72804,0.27489,1.63073,-0.54669,-1.15465,0.42781,0.16377,-0.74258,-0.32151,-1.85760,0.48508,0.21558,-1.48991,-1.64512,0.94865,2.30053,-0.64022,-1.16054,0.80477,0.86953,-2.08645,-1.07573,0.38976,0.34058,0.51481,-0.04385,1.37346,-0.07697,2.19854,0.41876,0.82798,0.60511,0.53197,0.96331,0.80917,-0.05500,1.46599,0.24427,0.89088,0.11893,-0.75065,2.38083,0.40621,-1.22107,0.13559,-0.42377,-0.24896,-2.11122,0.32409,-0.20509,0.23031,-1.37963,-1.04927,-0.41897,-0.07011,-0.12445,-2.61055,0.25929,1.62520,1
W0871,LOT35,871,2026-01-09 00:17:35.116107012,A,21,GATE-ETCH-R7,PRD-B,71,758.56454,2.43801,0.00408,10.22567,726.96643,2.51884,0.00162,10.10262,10.27327,0.05204,0.00040,0.21631,10.07746,0.05061,-0.00319,0.22091,116.02300,0.87205,-0.00965,4.11900,118.20775,0.76750,-0.01631,3.26305,1.03749,0.06583,0.00408,0.22733,0.74775,0.01785,0.00192,0.06615,64.78807,0.18129,0.00751,1.02923,65.46451,0.15681,0.00610,0.54000,0.68159,1.49517,3.81486,1.13279,0.30743,-0.11070,0.61920,0.40307,0.87164,0.50431,-0.49254,0.74888,1.03039,0.59670,-1.12848,-0.42434,1.42399,0.37237,-1.67249,-0.14677,0.34237,0.16369,-1.39980,1.24643,-0.08544,0.90869,0.26981,0.78091,-1.11147,-1.18646,-0.27221,0.18875,1.21512,-2.64582,0.44951,-0.15784,0.46569,0.26623,-1.20354,1.05917,0.06559,-0.65947,-2.95125,1.05665,-0.12333,0.33192,-1.00249,0.40402,0.18484,0.85065,1.27323,1.71442,-2.06706,-0.36141,-1.59048,0.93900,-0.79390,-0.68236,-1.32747,0.21261,0.66309,-0.86096,0.98988,0.39013,-0.81486,0.27327,-1.89554,-1.05772,-0.42203,1.46215,0.21901,1.20494,0.41041,-1.43791,0.70794,-0.16707,-0.19331,-0.09050,0.47018,0.19510,1
W0872,LOT35,872,2026-01-09 00:21:47.116107012,A,22,GATE-ETCH-R7,PRD-B,72,753.36839,2.97147,-0.02264,14.28232,722.43538,2.17080,0.11264,7.66263,10.87328,0.05262,-0.00075,0.27803,10.65098,0.05024,0.00205,0.24823,116.78261,0.82246,-0.00035,4.14490,119.24355,0.85915,-0.01126,2.64763,1.01362,0.04874,0.00296,0.18140,0.73364,0.01507,0.00138,0.06697,64.78807,0.18129,0.00751,1.02923,65.46451,0.15681,0.00610,0.54000,0.68159,1.49517,3.81486,1.13279,0.30743,-0.11070,0.61920,0.40307,0.87164,0.50431,-0.49254,0.74888,1.03039,0.59670,-1.12848,-0.42434,1.42399,0.37237,-1.67249,-0.14677,-0.16146,0.66376,0.11781,1.31871,-1.71359,0.07387,-1.39108,1.33093,-0.88297,0.38922,-0.81245,1.45210,1.42219,-1.02675,-0.76540,-0.90502,0.57087,0.26843,-0.65551,0.74344,-1.65862,0.06291,-1.35341,0.54554,-1.07023,-0.24317,1.24156,1.48146,-0.14091,-0.38620,-0.13679,0.13168,-0.98200,-1.21650,-0.10977,0.11235,0.22133,-2.25995,-0.83774,-0.71665,-0.06953,-0.09649,0.67220,0.58116,-0.74099,0.29478,-0.48827,-0.19582,-0.86098,0.46218,0.32536,-0.45508,0.68739,-0.78985,0.37994,-0.42346,1.22586,0.92929,-0.96251,-0.61605,1
W0873,LOT35,873,2026-01-09 00:25:59.116107012,A,23,GATE-ETCH-R7,PRD-B,73,752.67564,2.31887,0.02104,9.87700,722.31718,2.78025,-0.17627,11.64941,10.67947,0.04876,0.00021,0.26146,10.48084,0.05219,0.00284,0.22090,117.03564,0.96806,-0.00312,4.75654,119.47759,0.82238,0.00206,4.07877,1.03864,0.06381,0.00393,0.21215,0.74519,0.01706,0.00181,0.05682,64.78807,0.18129,0.00751,1.02923,65.46451,0.15681,0.00610,0.54000,0.68159,1.49517,3.81486,1.13279,0.30743,-0.11070,0.61920,0.40307,0.87164,0.50431,-0.49254,0.74888,1.03039,0.59670,-1.12848,-0.42434,1.42399,0.37237,-1.67249,-0.14677,2.02835,-0.26267,0.85688,-0.90519,-0.22272,0.82793,-0.84954,-0.40477,-0.30885,0.66897,-0.49363,0.14662,1.65677,-1.20158,0.23656,-1.12285,-0.89846,-1.06738,0.81290,2.12909,-0.36102,-0.66822,-0.52367,0.41063,-0.84065,-0.01942,0.81882,-0.02679,1.64219,-0.36768,-0.37985,-0.87579,-1.45992,-0.83709,-0.07385,-0.03907,-0.34678,-1.97023,-1.63835,0.22061,-0.04680,1.64475,-0.72827,0.73676,0.63038,-0.75646,0.12158,-0.13784,-0.74671,0.13323,0.46500,0.41424,1.19765,0.95258,-0.88299,-0.98053,0.46139,-0.86899,-0.96667,-0.14440,1
W0874,LOT35,874,2026-01-09 00:30:11.116107012,A,24,GATE-ETCH-R7,PRD-B,74,754.08315,2.29114,0.00051,10.20279,723.60037,2.98791,0.03190,12.06019,10.62097,0.05196,0.00044,0.30792,10.42223,0.05016,0.00092,0.21134,116.03727,0.81480,-0.00413,4.00105,118.19399,0.74083,0.00568,3.27979,1.00755,0.04076,0.00248,0.14086,0.72143,0.01401,0.00117,0.05823,64.78807,0.18129,0.00751,1.02923,65.46451,0.15681,0.00610,0.54000,0.68159,1.49517,3.81486,1.13279,0.30743,-0.11070,0.61920,0.40307,0.87164,0.50431,-0.49254,0.74888,1.03039,0.59670,-1.12848,-0.42434,1.42399,0.37237,-1.67249,-0.14677,0.24599,-2.18029,-0.02493,0.37683,0.30589,-0.36351,-1.38809,-1.61280,-0.89842,-0.66367,1.56640,-0.08274,0.74987,-1.94782,-1.97583,1.19407,0.84738,0.21188,-0.18993,0.04335,-1.27615,-1.40404,-1.87421,0.30205,-0.54817,0.02342,-0.08737,-1.54864,1.09856,-1.56155,-2.79956,-2.11171,0.28246,-0.31133,1.26781,-0.39082,0.19053,1.19165,-2.44078,-0.32100,0.58755,-0.23186,1.01573,0.02257,-0.38565,-1.28181,-1.24863,-0.61179,0.20906,-0.41943,-1.94199,-1.13870,0.23779,1.10406,-0.38525,0.04209,-0.10841,-0.02143,-0.93942,-0.46886,1
